movieId,count,title,genres,imdbId,tmdbId,reviews
5502,63,Signs (2002),Horror|Sci-Fi|Thriller,286106,2675.0,[]
5618,87,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,245429,129.0,[]
5669,58,Bowling for Columbine (2002),Documentary,310793,1430.0,[]
5816,102,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,295297,672.0,[]
5952,188,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,167261,121.0,[]
5956,55,Gangs of New York (2002),Crime|Drama,217505,3131.0,[]
5989,115,Catch Me If You Can (2002),Crime|Drama,264464,640.0,[]
6016,75,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,317248,598.0,[]
6333,76,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,290334,36658.0,[]
6365,96,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,234215,604.0,[]
6373,71,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,315327,310.0,[]
6377,141,Finding Nemo (2003),Adventure|Animation|Children|Comedy,266543,12.0,[]
6378,59,"Italian Job, The (2003)",Action|Crime,317740,9654.0,[]
6502,58,28 Days Later (2002),Action|Horror|Sci-Fi,289043,170.0,[]
6539,149,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,325980,22.0,[]
6711,74,Lost in Translation (2003),Comedy|Drama|Romance,335266,153.0,[]
6863,66,School of Rock (2003),Comedy|Musical,332379,1584.0,[]
6870,52,Mystic River (2003),Crime|Drama|Mystery,327056,322.0,[]
6874,131,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,266697,24.0,[]
6934,79,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,242653,605.0,[]
6942,59,Love Actually (2003),Comedy|Drama|Romance,314331,508.0,[]
7143,62,"Last Samurai, The (2003)",Action|Adventure|Drama|War,325710,616.0,[]
7147,69,Big Fish (2003),Drama|Fantasy|Romance,319061,587.0,[]
7153,185,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,167260,122.0,[]
7361,131,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,338013,38.0,[]
7438,110,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,378194,393.0,[]
8360,92,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,298148,809.0,[]
8368,93,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,304141,673.0,[]
8636,79,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,316654,558.0,[]
8641,57,Anchorman: The Legend of Ron Burgundy (2004),Comedy,357413,8699.0,[]
8644,61,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,343818,2048.0,[]
8665,75,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,372183,2502.0,[]
8874,77,Shaun of the Dead (2004),Comedy|Horror,365748,747.0,[]
8961,125,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,317705,9806.0,[]
30707,52,Million Dollar Baby (2004),Drama,405159,70.0,[]
30793,61,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,367594,118.0,[]
32587,84,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,401792,187.0,[]
33493,78,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,121766,1895.0,[]
33679,59,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,356910,787.0,[]
33794,116,Batman Begins (2005),Action|Crime|IMAX,372784,272.0,[]
34162,58,Wedding Crashers (2005),Comedy|Romance,396269,9522.0,[]
35836,74,"40-Year-Old Virgin, The (2005)",Comedy|Romance,405422,6957.0,[]
40815,71,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,330373,674.0,[]
41566,62,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,363771,411.0,[]
44191,100,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,434409,752.0,[]
45499,52,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,376994,36668.0,[]
45722,72,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,383574,58.0,[]
46578,77,Little Miss Sunshine (2006),Adventure|Comedy|Drama,449059,773.0,[]
48385,65,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,443453,496.0,[]
48394,81,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,457430,1417.0,[]
48516,107,"Departed, The (2006)",Crime|Drama|Thriller,407887,1422.0,[]
48774,64,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,206634,9693.0,[]
48780,90,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,482571,1124.0,[]
49272,81,Casino Royale (2006),Action|Adventure|Thriller,381061,36557.0,[]
49530,53,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,450259,1372.0,[]
50872,72,Ratatouille (2007),Animation|Children|Drama,382932,2062.0,[]
51255,61,Hot Fuzz (2007),Action|Comedy|Crime|Mystery,425112,4638.0,[]
51662,80,300 (2007),Action|Fantasy|War|IMAX,416449,1271.0,[]
52973,52,Knocked Up (2007),Comedy|Drama|Romance,478311,4964.0,[]
53125,56,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,449088,285.0,[]
54001,58,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX,373889,675.0,[]
54286,81,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,440963,2503.0,[]
54503,55,Superbad (2007),Comedy,829482,8363.0,[]
55820,64,No Country for Old Men (2007),Crime|Drama,477348,6977.0,[]
56174,62,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,480249,6479.0,[]
56367,65,Juno (2007),Comedy|Drama|Romance,467406,7326.0,[]
58559,149,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,468569,155.0,[]
59315,94,Iron Man (2008),Action|Adventure|Sci-Fi,371746,1726.0,[]
59784,54,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,441773,9502.0,[]
60069,104,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,910970,10681.0,[]
63082,71,Slumdog Millionaire (2008),Crime|Drama|Romance,1010048,12405.0,[]
68157,88,Inglourious Basterds (2009),Action|Drama|War,361748,16869.0,[]
68358,59,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,796366,13475.0,[]
68954,105,Up (2009),Adventure|Animation|Children|Drama,1049413,14160.0,[]
69122,76,"Hangover, The (2009)",Comedy|Crime,1119646,18785.0,[]
69844,58,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,417741,767.0,[]
70286,65,District 9 (2009),Mystery|Sci-Fi|Thriller,1136608,17654.0,[]
71535,53,Zombieland (2009),Action|Comedy|Horror,1156398,19908.0,[]
72998,97,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,499549,19995.0,[]
73017,58,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,988045,10528.0,[]
74458,67,Shutter Island (2010),Drama|Mystery|Thriller,1130884,11324.0,[]
76093,53,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,892769,10191.0,[]
78499,55,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,435761,10193.0,[]
79132,143,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,1375666,27205.0,[]
80463,57,"Social Network, The (2010)",Drama,1285016,37799.0,[]
81845,58,"King's Speech, The (2010)",Drama,1504320,45269.0,[]
89745,69,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX,848228,24428.0,[]
91500,54,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,1392170,70160.0,[]
91529,76,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,1345836,49026.0,[]
99114,71,Django Unchained (2012),Action|Drama|Western,1853728,68718.0,[]
106782,54,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,993846,106646.0,[]
109374,52,"Grand Budapest Hotel, The (2014)",Comedy|Drama,2278388,120467.0,[]
109487,73,Interstellar (2014),Sci-Fi|IMAX,816692,157336.0,[]
112852,59,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi,2015381,118340.0,[]
122904,54,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi,1431045,293660.0,[]
